organisation,dataset_id,dataset_name,date_created,last_updated,description,frequency,coverage_start,coverage_end,resource_id,resource_name,resource_description,resource_format
Ministry of Trade and Industry - Department of Statistics,4f9fa7d0-1ea4-4d58-8673-65b9c229a44d,"Resident Working Persons Aged 15 Years and Over by Highest Qualification Attained, Ethnic Group and Sex, 2015",2017-12-20,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,923d5deb-9163-4fd8-ba68-68d4c01f6376,"Resident Working Persons Aged 15 Years and Over by HQA, Ethnic Group and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,3aed94d6-df08-4058-8a40-798d23294006,"Resident Working Persons Aged 15 Years and Over by Industry, Ethnic Group and Sex, 2015",2017-12-20,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,348c6c1c-1d94-4089-bde2-7bd230c40254,"Resident Working Persons Aged 15 Years and Over by Industry(Total), Ethnic Group and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,3aed94d6-df08-4058-8a40-798d23294006,"Resident Working Persons Aged 15 Years and Over by Industry, Ethnic Group and Sex, 2015",2017-12-20,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,b1d967c7-75a0-44e5-803d-6fdf8c6e9ba6,"Resident Working Persons Aged 15 Years and Over by Industry, Ethnic Group and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,3aed94d6-df08-4058-8a40-798d23294006,"Resident Working Persons Aged 15 Years and Over by Industry, Ethnic Group and Sex, 2015",2017-12-20,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,0133b4b2-5886-44f1-85c3-6224ab31087c,"Resident Working Persons Aged 15 Years and Over by Industry(Services), Ethnic Grp and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,599f2825-54dd-441a-bb70-0618002eed3c,"Resident Working Persons Aged 15 Years and Over by Industry, Travelling Time to Work and Sex, 2015",2018-02-02,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,7fcba216-78d0-47e4-ad0c-adf2a914edc0,"Aged 15 Years and Over by Industry(Total), Travelling Time to Work and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,599f2825-54dd-441a-bb70-0618002eed3c,"Resident Working Persons Aged 15 Years and Over by Industry, Travelling Time to Work and Sex, 2015",2018-02-02,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,5c764700-e961-40a8-9451-5be8c07a60c0,"Aged 15 Years and Over by Industry, Travelling Time to Work and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,599f2825-54dd-441a-bb70-0618002eed3c,"Resident Working Persons Aged 15 Years and Over by Industry, Travelling Time to Work and Sex, 2015",2018-02-02,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,91a6239b-0ceb-4db1-94b2-8aa4822f326f,"Aged 15 Years and Over by Industry(Services), Travelling Time to Work and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,bbc98286-731c-4e32-9652-33cef642af0f,"Resident Working Persons Aged 15 Years and Over by Occupation, Ethnic Group and Sex, 2015",2017-12-20,2020-02-03,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,20f75570-78b5-4d14-995a-186e57c17151,"Resident Working Persons Aged 15 Years and Over by Occupation(Total), Ethnic Group and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,bbc98286-731c-4e32-9652-33cef642af0f,"Resident Working Persons Aged 15 Years and Over by Occupation, Ethnic Group and Sex, 2015",2017-12-20,2020-02-03,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,b7b78cea-e699-4977-a428-c4fb45d00108,"Resident Working Persons Aged 15 Years and Over by Occupation, Ethnic Group and Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,ef267e39-69da-4e2f-a330-09cdd652fcc4,"Resident Working Persons Aged 15 Years and Over by Occupation, Travelling Time to Work and Sex, 2015",2018-02-02,2019-07-26,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,e8be68ff-911e-4f18-bbfd-7fcdf01e7aea,"Resident Working Persons 15 Yrs & Over by Occupation(Total), Travelling Time to Work & Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,ef267e39-69da-4e2f-a330-09cdd652fcc4,"Resident Working Persons Aged 15 Years and Over by Occupation, Travelling Time to Work and Sex, 2015",2018-02-02,2019-07-26,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,1a797e87-41fd-4800-b50e-fbb2f62d8c0c,"Resident Working Persons 15 Yrs & Over by Occupation, Travelling Time to Work & Sex",na,CSV
Ministry of Trade and Industry - Department of Statistics,a602859c-9b3f-4032-8f8d-66a522e2dcf3,"Resident Working Persons Aged 15 Years and Over by Planning Area and Industry, 2015",2018-01-19,2019-08-01,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,7f47aafe-9087-41a0-ba32-333c69814539,Resident Working Persons Aged 15 Years and Over by Planning Area(Total) and Industry,na,CSV
Ministry of Trade and Industry - Department of Statistics,a602859c-9b3f-4032-8f8d-66a522e2dcf3,"Resident Working Persons Aged 15 Years and Over by Planning Area and Industry, 2015",2018-01-19,2019-08-01,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,43856fa6-ea2f-4b39-b2e7-184f52ceb698,Resident Working Persons Aged 15 Years and Over by Planning Area and Industry,na,CSV
Ministry of Trade and Industry - Department of Statistics,a4bd1cf2-903b-4c71-ae5b-1215177eaa5c,"Resident Working Persons Aged 15 Years and Over by Planning Area and Occupation, 2015",2018-01-19,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,757e0994-99c7-40f6-b1a8-528f7f93705a,Resident Working Persons Aged 15 Years and Over by Planning Area(Total) and Occupation,na,CSV
Ministry of Trade and Industry - Department of Statistics,a4bd1cf2-903b-4c71-ae5b-1215177eaa5c,"Resident Working Persons Aged 15 Years and Over by Planning Area and Occupation, 2015",2018-01-19,2019-08-07,"From 1995, the General Household Survey (GHS) is conducted in between 2 Population Censuses as a mid-decade mini-Census.

The General Household Survey (GHS) 2015 is the third in the series of mid-decade national survey. It covers a wide range of topics and provides comprehensive data on Singapores population and households in between the population censuses that are conducted once in ten years.",Other,2015-01-01,2015-12-31,dab078d4-b187-4c59-9da4-45e349574ca4,Resident Working Persons Aged 15 Years and Over by Planning Area and Occupation,na,CSV
